Epoch #,Start Time,End Time,Score #, Score
114,01/02/2019 09:18:50,01/02/2019 09:19:00,1,Wake
115,01/02/2019 09:19:00,01/02/2019 09:19:10,1,Wake
116,01/02/2019 09:19:10,01/02/2019 09:19:20,1,Wake
117,01/02/2019 09:19:20,01/02/2019 09:19:30,1,Wake
118,01/02/2019 09:19:30,01/02/2019 09:19:40,1,Wake
119,01/02/2019 09:19:40,01/02/2019 09:19:50,1,Wake
120,01/02/2019 09:19:50,01/02/2019 09:20:00,1,Wake
121,01/02/2019 09:20:00,01/02/2019 09:20:10,1,Wake
122,01/02/2019 09:20:10,01/02/2019 09:20:20,1,Wake
123,01/02/2019 09:20:20,01/02/2019 09:20:30,1,Wake
124,01/02/2019 09:20:30,01/02/2019 09:20:40,1,Wake
125,01/02/2019 09:20:40,01/02/2019 09:20:50,1,Wake
126,01/02/2019 09:20:50,01/02/2019 09:21:00,1,Wake
127,01/02/2019 09:21:00,01/02/2019 09:21:10,1,Wake
128,01/02/2019 09:21:10,01/02/2019 09:21:20,1,Wake
129,01/02/2019 09:21:20,01/02/2019 09:21:30,1,Wake
130,01/02/2019 09:21:30,01/02/2019 09:21:40,1,Wake
131,01/02/2019 09:21:40,01/02/2019 09:21:50,1,Wake
132,01/02/2019 09:21:50,01/02/2019 09:22:00,1,Wake
133,01/02/2019 09:22:00,01/02/2019 09:22:10,1,Wake
134,01/02/2019 09:22:10,01/02/2019 09:22:20,1,Wake
135,01/02/2019 09:22:20,01/02/2019 09:22:30,1,Wake
136,01/02/2019 09:22:30,01/02/2019 09:22:40,1,Wake
137,01/02/2019 09:22:40,01/02/2019 09:22:50,1,Wake
138,01/02/2019 09:22:50,01/02/2019 09:23:00,1,Wake
139,01/02/2019 09:23:00,01/02/2019 09:23:10,1,Wake
140,01/02/2019 09:23:10,01/02/2019 09:23:20,1,Wake
141,01/02/2019 09:23:20,01/02/2019 09:23:30,1,Wake
142,01/02/2019 09:23:30,01/02/2019 09:23:40,1,Wake
143,01/02/2019 09:23:40,01/02/2019 09:23:50,1,Wake
144,01/02/2019 09:23:50,01/02/2019 09:24:00,1,Wake
145,01/02/2019 09:24:00,01/02/2019 09:24:10,1,Wake
146,01/02/2019 09:24:10,01/02/2019 09:24:20,1,Wake
147,01/02/2019 09:24:20,01/02/2019 09:24:30,1,Wake
148,01/02/2019 09:24:30,01/02/2019 09:24:40,1,Wake
149,01/02/2019 09:24:40,01/02/2019 09:24:50,1,Wake
150,01/02/2019 09:24:50,01/02/2019 09:25:00,1,Wake
151,01/02/2019 09:25:00,01/02/2019 09:25:10,1,Wake
152,01/02/2019 09:25:10,01/02/2019 09:25:20,1,Wake
153,01/02/2019 09:25:20,01/02/2019 09:25:30,1,Wake
154,01/02/2019 09:25:30,01/02/2019 09:25:40,1,Wake
155,01/02/2019 09:25:40,01/02/2019 09:25:50,1,Wake
156,01/02/2019 09:25:50,01/02/2019 09:26:00,1,Wake
157,01/02/2019 09:26:00,01/02/2019 09:26:10,1,Wake
158,01/02/2019 09:26:10,01/02/2019 09:26:20,1,Wake
159,01/02/2019 09:26:20,01/02/2019 09:26:30,1,Wake
160,01/02/2019 09:26:30,01/02/2019 09:26:40,1,Wake
161,01/02/2019 09:26:40,01/02/2019 09:26:50,1,Wake
162,01/02/2019 09:26:50,01/02/2019 09:27:00,1,Wake
163,01/02/2019 09:27:00,01/02/2019 09:27:10,1,Wake
164,01/02/2019 09:27:10,01/02/2019 09:27:20,1,Wake
165,01/02/2019 09:27:20,01/02/2019 09:27:30,1,Wake
166,01/02/2019 09:27:30,01/02/2019 09:27:40,1,Wake
167,01/02/2019 09:27:40,01/02/2019 09:27:50,1,Wake
168,01/02/2019 09:27:50,01/02/2019 09:28:00,1,Wake
169,01/02/2019 09:28:00,01/02/2019 09:28:10,1,Wake
170,01/02/2019 09:28:10,01/02/2019 09:28:20,1,Wake
171,01/02/2019 09:28:20,01/02/2019 09:28:30,1,Wake
172,01/02/2019 09:28:30,01/02/2019 09:28:40,1,Wake
173,01/02/2019 09:28:40,01/02/2019 09:28:50,1,Wake
174,01/02/2019 09:28:50,01/02/2019 09:29:00,1,Wake
175,01/02/2019 09:29:00,01/02/2019 09:29:10,1,Wake
176,01/02/2019 09:29:10,01/02/2019 09:29:20,1,Wake
177,01/02/2019 09:29:20,01/02/2019 09:29:30,1,Wake
178,01/02/2019 09:29:30,01/02/2019 09:29:40,1,Wake
179,01/02/2019 09:29:40,01/02/2019 09:29:50,1,Wake
180,01/02/2019 09:29:50,01/02/2019 09:30:00,1,Wake
181,01/02/2019 09:30:00,01/02/2019 09:30:10,1,Wake
182,01/02/2019 09:30:10,01/02/2019 09:30:20,1,Wake
183,01/02/2019 09:30:20,01/02/2019 09:30:30,1,Wake
184,01/02/2019 09:30:30,01/02/2019 09:30:40,1,Wake
185,01/02/2019 09:30:40,01/02/2019 09:30:50,1,Wake
186,01/02/2019 09:30:50,01/02/2019 09:31:00,1,Wake
187,01/02/2019 09:31:00,01/02/2019 09:31:10,1,Wake
188,01/02/2019 09:31:10,01/02/2019 09:31:20,1,Wake
189,01/02/2019 09:31:20,01/02/2019 09:31:30,1,Wake
190,01/02/2019 09:31:30,01/02/2019 09:31:40,1,Wake
191,01/02/2019 09:31:40,01/02/2019 09:31:50,1,Wake
192,01/02/2019 09:31:50,01/02/2019 09:32:00,1,Wake
193,01/02/2019 09:32:00,01/02/2019 09:32:10,1,Wake
194,01/02/2019 09:32:10,01/02/2019 09:32:20,1,Wake
195,01/02/2019 09:32:20,01/02/2019 09:32:30,1,Wake
196,01/02/2019 09:32:30,01/02/2019 09:32:40,1,Wake
197,01/02/2019 09:32:40,01/02/2019 09:32:50,1,Wake
198,01/02/2019 09:32:50,01/02/2019 09:33:00,1,Wake
199,01/02/2019 09:33:00,01/02/2019 09:33:10,1,Wake
200,01/02/2019 09:33:10,01/02/2019 09:33:20,1,Wake
201,01/02/2019 09:33:20,01/02/2019 09:33:30,1,Wake
202,01/02/2019 09:33:30,01/02/2019 09:33:40,1,Wake
203,01/02/2019 09:33:40,01/02/2019 09:33:50,1,Wake
204,01/02/2019 09:33:50,01/02/2019 09:34:00,1,Wake
205,01/02/2019 09:34:00,01/02/2019 09:34:10,1,Wake
206,01/02/2019 09:34:10,01/02/2019 09:34:20,1,Wake
207,01/02/2019 09:34:20,01/02/2019 09:34:30,1,Wake
208,01/02/2019 09:34:30,01/02/2019 09:34:40,1,Wake
209,01/02/2019 09:34:40,01/02/2019 09:34:50,1,Wake
210,01/02/2019 09:34:50,01/02/2019 09:35:00,1,Wake
211,01/02/2019 09:35:00,01/02/2019 09:35:10,1,Wake
212,01/02/2019 09:35:10,01/02/2019 09:35:20,1,Wake
213,01/02/2019 09:35:20,01/02/2019 09:35:30,1,Wake
214,01/02/2019 09:35:30,01/02/2019 09:35:40,1,Wake
215,01/02/2019 09:35:40,01/02/2019 09:35:50,1,Wake
216,01/02/2019 09:35:50,01/02/2019 09:36:00,1,Wake
217,01/02/2019 09:36:00,01/02/2019 09:36:10,1,Wake
218,01/02/2019 09:36:10,01/02/2019 09:36:20,1,Wake
219,01/02/2019 09:36:20,01/02/2019 09:36:30,1,Wake
220,01/02/2019 09:36:30,01/02/2019 09:36:40,1,Wake
221,01/02/2019 09:36:40,01/02/2019 09:36:50,1,Wake
222,01/02/2019 09:36:50,01/02/2019 09:37:00,1,Wake
223,01/02/2019 09:37:00,01/02/2019 09:37:10,1,Wake
224,01/02/2019 09:37:10,01/02/2019 09:37:20,1,Wake
225,01/02/2019 09:37:20,01/02/2019 09:37:30,1,Wake
226,01/02/2019 09:37:30,01/02/2019 09:37:40,1,Wake
227,01/02/2019 09:37:40,01/02/2019 09:37:50,1,Wake
228,01/02/2019 09:37:50,01/02/2019 09:38:00,1,Wake
229,01/02/2019 09:38:00,01/02/2019 09:38:10,1,Wake
230,01/02/2019 09:38:10,01/02/2019 09:38:20,1,Wake
231,01/02/2019 09:38:20,01/02/2019 09:38:30,1,Wake
232,01/02/2019 09:38:30,01/02/2019 09:38:40,1,Wake
233,01/02/2019 09:38:40,01/02/2019 09:38:50,1,Wake
234,01/02/2019 09:38:50,01/02/2019 09:39:00,1,Wake
235,01/02/2019 09:39:00,01/02/2019 09:39:10,1,Wake
236,01/02/2019 09:39:10,01/02/2019 09:39:20,1,Wake
237,01/02/2019 09:39:20,01/02/2019 09:39:30,1,Wake
238,01/02/2019 09:39:30,01/02/2019 09:39:40,1,Wake
239,01/02/2019 09:39:40,01/02/2019 09:39:50,1,Wake
240,01/02/2019 09:39:50,01/02/2019 09:40:00,1,Wake
241,01/02/2019 09:40:00,01/02/2019 09:40:10,1,Wake
242,01/02/2019 09:40:10,01/02/2019 09:40:20,1,Wake
243,01/02/2019 09:40:20,01/02/2019 09:40:30,1,Wake
244,01/02/2019 09:40:30,01/02/2019 09:40:40,1,Wake
245,01/02/2019 09:40:40,01/02/2019 09:40:50,1,Wake
246,01/02/2019 09:40:50,01/02/2019 09:41:00,1,Wake
247,01/02/2019 09:41:00,01/02/2019 09:41:10,1,Wake
248,01/02/2019 09:41:10,01/02/2019 09:41:20,1,Wake
249,01/02/2019 09:41:20,01/02/2019 09:41:30,1,Wake
250,01/02/2019 09:41:30,01/02/2019 09:41:40,1,Wake
251,01/02/2019 09:41:40,01/02/2019 09:41:50,1,Wake
252,01/02/2019 09:41:50,01/02/2019 09:42:00,1,Wake
253,01/02/2019 09:42:00,01/02/2019 09:42:10,1,Wake
254,01/02/2019 09:42:10,01/02/2019 09:42:20,1,Wake
255,01/02/2019 09:42:20,01/02/2019 09:42:30,1,Wake
256,01/02/2019 09:42:30,01/02/2019 09:42:40,1,Wake
257,01/02/2019 09:42:40,01/02/2019 09:42:50,1,Wake
258,01/02/2019 09:42:50,01/02/2019 09:43:00,1,Wake
259,01/02/2019 09:43:00,01/02/2019 09:43:10,1,Wake
260,01/02/2019 09:43:10,01/02/2019 09:43:20,1,Wake
261,01/02/2019 09:43:20,01/02/2019 09:43:30,1,Wake
262,01/02/2019 09:43:30,01/02/2019 09:43:40,1,Wake
263,01/02/2019 09:43:40,01/02/2019 09:43:50,1,Wake
264,01/02/2019 09:43:50,01/02/2019 09:44:00,1,Wake
265,01/02/2019 09:44:00,01/02/2019 09:44:10,1,Wake
266,01/02/2019 09:44:10,01/02/2019 09:44:20,1,Wake
267,01/02/2019 09:44:20,01/02/2019 09:44:30,1,Wake
268,01/02/2019 09:44:30,01/02/2019 09:44:40,1,Wake
269,01/02/2019 09:44:40,01/02/2019 09:44:50,1,Wake
270,01/02/2019 09:44:50,01/02/2019 09:45:00,1,Wake
271,01/02/2019 09:45:00,01/02/2019 09:45:10,1,Wake
272,01/02/2019 09:45:10,01/02/2019 09:45:20,1,Wake
273,01/02/2019 09:45:20,01/02/2019 09:45:30,1,Wake
274,01/02/2019 09:45:30,01/02/2019 09:45:40,1,Wake
275,01/02/2019 09:45:40,01/02/2019 09:45:50,1,Wake
276,01/02/2019 09:45:50,01/02/2019 09:46:00,1,Wake
277,01/02/2019 09:46:00,01/02/2019 09:46:10,1,Wake
278,01/02/2019 09:46:10,01/02/2019 09:46:20,1,Wake
279,01/02/2019 09:46:20,01/02/2019 09:46:30,1,Wake
280,01/02/2019 09:46:30,01/02/2019 09:46:40,1,Wake
281,01/02/2019 09:46:40,01/02/2019 09:46:50,1,Wake
282,01/02/2019 09:46:50,01/02/2019 09:47:00,1,Wake
283,01/02/2019 09:47:00,01/02/2019 09:47:10,1,Wake
284,01/02/2019 09:47:10,01/02/2019 09:47:20,1,Wake
285,01/02/2019 09:47:20,01/02/2019 09:47:30,1,Wake
286,01/02/2019 09:47:30,01/02/2019 09:47:40,1,Wake
287,01/02/2019 09:47:40,01/02/2019 09:47:50,1,Wake
288,01/02/2019 09:47:50,01/02/2019 09:48:00,1,Wake
289,01/02/2019 09:48:00,01/02/2019 09:48:10,1,Wake
290,01/02/2019 09:48:10,01/02/2019 09:48:20,1,Wake
291,01/02/2019 09:48:20,01/02/2019 09:48:30,1,Wake
292,01/02/2019 09:48:30,01/02/2019 09:48:40,1,Wake
293,01/02/2019 09:48:40,01/02/2019 09:48:50,1,Wake
294,01/02/2019 09:48:50,01/02/2019 09:49:00,1,Wake
295,01/02/2019 09:49:00,01/02/2019 09:49:10,1,Wake
296,01/02/2019 09:49:10,01/02/2019 09:49:20,130,Non REM X
297,01/02/2019 09:49:20,01/02/2019 09:49:30,2,Non REM
298,01/02/2019 09:49:30,01/02/2019 09:49:40,2,Non REM
299,01/02/2019 09:49:40,01/02/2019 09:49:50,2,Non REM
300,01/02/2019 09:49:50,01/02/2019 09:50:00,2,Non REM
301,01/02/2019 09:50:00,01/02/2019 09:50:10,2,Non REM
302,01/02/2019 09:50:10,01/02/2019 09:50:20,2,Non REM
303,01/02/2019 09:50:20,01/02/2019 09:50:30,2,Non REM
304,01/02/2019 09:50:30,01/02/2019 09:50:40,2,Non REM
305,01/02/2019 09:50:40,01/02/2019 09:50:50,2,Non REM
306,01/02/2019 09:50:50,01/02/2019 09:51:00,130,Non REM X
307,01/02/2019 09:51:00,01/02/2019 09:51:10,2,Non REM
308,01/02/2019 09:51:10,01/02/2019 09:51:20,2,Non REM
309,01/02/2019 09:51:20,01/02/2019 09:51:30,2,Non REM
310,01/02/2019 09:51:30,01/02/2019 09:51:40,2,Non REM
311,01/02/2019 09:51:40,01/02/2019 09:51:50,130,Non REM X
312,01/02/2019 09:51:50,01/02/2019 09:52:00,2,Non REM
313,01/02/2019 09:52:00,01/02/2019 09:52:10,2,Non REM
314,01/02/2019 09:52:10,01/02/2019 09:52:20,2,Non REM
315,01/02/2019 09:52:20,01/02/2019 09:52:30,130,Non REM X
316,01/02/2019 09:52:30,01/02/2019 09:52:40,2,Non REM
317,01/02/2019 09:52:40,01/02/2019 09:52:50,2,Non REM
318,01/02/2019 09:52:50,01/02/2019 09:53:00,2,Non REM
319,01/02/2019 09:53:00,01/02/2019 09:53:10,2,Non REM
320,01/02/2019 09:53:10,01/02/2019 09:53:20,2,Non REM
321,01/02/2019 09:53:20,01/02/2019 09:53:30,2,Non REM
322,01/02/2019 09:53:30,01/02/2019 09:53:40,2,Non REM
323,01/02/2019 09:53:40,01/02/2019 09:53:50,2,Non REM
324,01/02/2019 09:53:50,01/02/2019 09:54:00,130,Non REM X
325,01/02/2019 09:54:00,01/02/2019 09:54:10,130,Non REM X
326,01/02/2019 09:54:10,01/02/2019 09:54:20,2,Non REM
327,01/02/2019 09:54:20,01/02/2019 09:54:30,2,Non REM
328,01/02/2019 09:54:30,01/02/2019 09:54:40,2,Non REM
329,01/02/2019 09:54:40,01/02/2019 09:54:50,130,Non REM X
330,01/02/2019 09:54:50,01/02/2019 09:55:00,2,Non REM
331,01/02/2019 09:55:00,01/02/2019 09:55:10,2,Non REM
332,01/02/2019 09:55:10,01/02/2019 09:55:20,2,Non REM
333,01/02/2019 09:55:20,01/02/2019 09:55:30,2,Non REM
334,01/02/2019 09:55:30,01/02/2019 09:55:40,2,Non REM
335,01/02/2019 09:55:40,01/02/2019 09:55:50,2,Non REM
336,01/02/2019 09:55:50,01/02/2019 09:56:00,2,Non REM
337,01/02/2019 09:56:00,01/02/2019 09:56:10,130,Non REM X
338,01/02/2019 09:56:10,01/02/2019 09:56:20,2,Non REM
339,01/02/2019 09:56:20,01/02/2019 09:56:30,2,Non REM
340,01/02/2019 09:56:30,01/02/2019 09:56:40,2,Non REM
341,01/02/2019 09:56:40,01/02/2019 09:56:50,2,Non REM
342,01/02/2019 09:56:50,01/02/2019 09:57:00,2,Non REM
343,01/02/2019 09:57:00,01/02/2019 09:57:10,2,Non REM
344,01/02/2019 09:57:10,01/02/2019 09:57:20,2,Non REM
345,01/02/2019 09:57:20,01/02/2019 09:57:30,2,Non REM
346,01/02/2019 09:57:30,01/02/2019 09:57:40,2,Non REM
347,01/02/2019 09:57:40,01/02/2019 09:57:50,2,Non REM
348,01/02/2019 09:57:50,01/02/2019 09:58:00,130,Non REM X
349,01/02/2019 09:58:00,01/02/2019 09:58:10,1,Wake
350,01/02/2019 09:58:10,01/02/2019 09:58:20,1,Wake
351,01/02/2019 09:58:20,01/02/2019 09:58:30,2,Non REM
352,01/02/2019 09:58:30,01/02/2019 09:58:40,2,Non REM
353,01/02/2019 09:58:40,01/02/2019 09:58:50,2,Non REM
354,01/02/2019 09:58:50,01/02/2019 09:59:00,2,Non REM
355,01/02/2019 09:59:00,01/02/2019 09:59:10,2,Non REM
356,01/02/2019 09:59:10,01/02/2019 09:59:20,2,Non REM
357,01/02/2019 09:59:20,01/02/2019 09:59:30,2,Non REM
358,01/02/2019 09:59:30,01/02/2019 09:59:40,2,Non REM
359,01/02/2019 09:59:40,01/02/2019 09:59:50,130,Non REM X
360,01/02/2019 09:59:50,01/02/2019 10:00:00,2,Non REM
361,01/02/2019 10:00:00,01/02/2019 10:00:10,2,Non REM
362,01/02/2019 10:00:10,01/02/2019 10:00:20,130,Non REM X
363,01/02/2019 10:00:20,01/02/2019 10:00:30,2,Non REM
364,01/02/2019 10:00:30,01/02/2019 10:00:40,2,Non REM
365,01/02/2019 10:00:40,01/02/2019 10:00:50,2,Non REM
366,01/02/2019 10:00:50,01/02/2019 10:01:00,2,Non REM
367,01/02/2019 10:01:00,01/02/2019 10:01:10,2,Non REM
368,01/02/2019 10:01:10,01/02/2019 10:01:20,2,Non REM
369,01/02/2019 10:01:20,01/02/2019 10:01:30,2,Non REM
370,01/02/2019 10:01:30,01/02/2019 10:01:40,130,Non REM X
371,01/02/2019 10:01:40,01/02/2019 10:01:50,2,Non REM
372,01/02/2019 10:01:50,01/02/2019 10:02:00,2,Non REM
373,01/02/2019 10:02:00,01/02/2019 10:02:10,2,Non REM
374,01/02/2019 10:02:10,01/02/2019 10:02:20,2,Non REM
375,01/02/2019 10:02:20,01/02/2019 10:02:30,130,Non REM X
376,01/02/2019 10:02:30,01/02/2019 10:02:40,2,Non REM
377,01/02/2019 10:02:40,01/02/2019 10:02:50,2,Non REM
378,01/02/2019 10:02:50,01/02/2019 10:03:00,2,Non REM
379,01/02/2019 10:03:00,01/02/2019 10:03:10,2,Non REM
380,01/02/2019 10:03:10,01/02/2019 10:03:20,2,Non REM
381,01/02/2019 10:03:20,01/02/2019 10:03:30,2,Non REM
382,01/02/2019 10:03:30,01/02/2019 10:03:40,3,REM
383,01/02/2019 10:03:40,01/02/2019 10:03:50,3,REM
384,01/02/2019 10:03:50,01/02/2019 10:04:00,3,REM
385,01/02/2019 10:04:00,01/02/2019 10:04:10,3,REM
386,01/02/2019 10:04:10,01/02/2019 10:04:20,3,REM
387,01/02/2019 10:04:20,01/02/2019 10:04:30,3,REM
388,01/02/2019 10:04:30,01/02/2019 10:04:40,3,REM
389,01/02/2019 10:04:40,01/02/2019 10:04:50,3,REM
390,01/02/2019 10:04:50,01/02/2019 10:05:00,3,REM
391,01/02/2019 10:05:00,01/02/2019 10:05:10,3,REM
392,01/02/2019 10:05:10,01/02/2019 10:05:20,3,REM
393,01/02/2019 10:05:20,01/02/2019 10:05:30,3,REM
394,01/02/2019 10:05:30,01/02/2019 10:05:40,3,REM
395,01/02/2019 10:05:40,01/02/2019 10:05:50,3,REM
396,01/02/2019 10:05:50,01/02/2019 10:06:00,1,Wake
397,01/02/2019 10:06:00,01/02/2019 10:06:10,1,Wake
398,01/02/2019 10:06:10,01/02/2019 10:06:20,2,Non REM
399,01/02/2019 10:06:20,01/02/2019 10:06:30,2,Non REM
400,01/02/2019 10:06:30,01/02/2019 10:06:40,2,Non REM
401,01/02/2019 10:06:40,01/02/2019 10:06:50,2,Non REM
402,01/02/2019 10:06:50,01/02/2019 10:07:00,1,Wake
403,01/02/2019 10:07:00,01/02/2019 10:07:10,130,Non REM X
404,01/02/2019 10:07:10,01/02/2019 10:07:20,2,Non REM
405,01/02/2019 10:07:20,01/02/2019 10:07:30,2,Non REM
406,01/02/2019 10:07:30,01/02/2019 10:07:40,2,Non REM
407,01/02/2019 10:07:40,01/02/2019 10:07:50,2,Non REM
